,time
0,0 days 00:01:48.117902
1,0 days 00:01:14.060703
2,0 days 00:01:30.923116
3,0 days 00:00:43.370418
4,0 days 00:00:50.651384
5,0 days 00:00:58.799194
6,0 days 00:00:59.498592
7,0 days 00:00:54.005474
8,0 days 00:00:48.468292
9,0 days 00:00:47.456002
