,time
0,0 days 00:00:00.000157
1,0 days 00:00:00.000169
2,0 days 00:00:00.000168
3,0 days 00:00:00.000150
4,0 days 00:00:00.000158
5,0 days 00:00:00.000155
6,0 days 00:00:00.000160
7,0 days 00:00:00.000169
8,0 days 00:00:00.000152
9,0 days 00:00:00.000158
