,time
0,0 days 00:00:00.000147
1,0 days 00:00:00.000153
2,0 days 00:00:00.000147
3,0 days 00:00:00.000161
4,0 days 00:00:00.000163
5,0 days 00:00:00.000174
6,0 days 00:00:00.000151
7,0 days 00:00:00.000143
8,0 days 00:00:00.000164
9,0 days 00:00:00.000156
