,time
0,0 days 00:00:00.000190
1,0 days 00:00:00.000307
2,0 days 00:00:00.000315
3,0 days 00:00:00.000164
4,0 days 00:00:00.000162
5,0 days 00:00:00.000168
6,0 days 00:00:00.000185
7,0 days 00:00:00.000165
8,0 days 00:00:00.000167
9,0 days 00:00:00.000159
