,time
0,0 days 00:00:00.000179
1,0 days 00:00:00.000169
2,0 days 00:00:00.000168
3,0 days 00:00:00.000337
4,0 days 00:00:00.000161
5,0 days 00:00:00.000176
6,0 days 00:00:00.000159
7,0 days 00:00:00.000157
8,0 days 00:00:00.000156
9,0 days 00:00:00.000161
