,time
0,0 days 00:00:30.586234
1,0 days 00:00:44.580487
2,0 days 00:00:33.028079
3,0 days 00:00:33.349815
4,0 days 00:00:32.568069
5,0 days 00:00:35.522971
6,0 days 00:00:27.180897
7,0 days 00:00:33.834474
8,0 days 00:00:30.348188
9,0 days 00:00:30.156832
