,time
0,0 days 00:01:17.412355
1,0 days 00:02:35.327836
2,0 days 00:01:56.204665
3,0 days 00:02:07.442323
4,0 days 00:01:28.492901
5,0 days 00:01:45.381113
6,0 days 00:01:49.617990
7,0 days 00:01:10.834477
8,0 days 00:01:15.532039
9,0 days 00:01:21.220265
