,time
0,0 days 00:01:10.165809
1,0 days 00:01:26.814135
2,0 days 00:01:39.182122
3,0 days 00:00:58.462894
4,0 days 00:00:58.475315
5,0 days 00:00:51.599254
6,0 days 00:00:55.619955
7,0 days 00:01:16.471303
8,0 days 00:01:11.374972
9,0 days 00:01:18.241393
