,time
0,0 days 00:02:15.813384
1,0 days 00:02:11.190390
2,0 days 00:01:59.030848
3,0 days 00:01:41.116736
4,0 days 00:01:48.331793
5,0 days 00:01:49.652621
6,0 days 00:01:29.780489
7,0 days 00:01:05.143174
8,0 days 00:02:57.227140
9,0 days 00:00:58.969033
