,time
0,0 days 00:00:00.000145
1,0 days 00:00:00.000140
2,0 days 00:00:00.000142
3,0 days 00:00:00.000142
4,0 days 00:00:00.000140
5,0 days 00:00:00.000141
6,0 days 00:00:00.000141
7,0 days 00:00:00.000140
8,0 days 00:00:00.000141
9,0 days 00:00:00.000141
