,time
0,0 days 00:00:45.144319
1,0 days 00:00:47.108168
2,0 days 00:00:20.243015
3,0 days 00:00:22.386680
4,0 days 00:00:22.662018
5,0 days 00:00:22.283236
6,0 days 00:00:20.345640
7,0 days 00:01:10.749513
8,0 days 00:01:08.135111
9,0 days 00:00:24.111123
