,time
0,0 days 00:00:00.000140
1,0 days 00:00:00.000142
2,0 days 00:00:00.000141
3,0 days 00:00:00.000145
4,0 days 00:00:00.000144
5,0 days 00:00:00.000142
6,0 days 00:00:00.000143
7,0 days 00:00:00.000140
8,0 days 00:00:00.000140
9,0 days 00:00:00.000142
