,time
0,0 days 00:00:42.909374
1,0 days 00:01:16.739420
2,0 days 00:00:44.273855
3,0 days 00:01:03.204119
4,0 days 00:00:50.794196
5,0 days 00:00:45.160950
6,0 days 00:00:57.050196
7,0 days 00:00:49.592870
8,0 days 00:00:38.323858
9,0 days 00:00:41.282921
