,time
0,0 days 00:00:00.000140
1,0 days 00:00:00.000143
2,0 days 00:00:00.000146
3,0 days 00:00:00.000143
4,0 days 00:00:00.000140
5,0 days 00:00:00.000142
6,0 days 00:00:00.000142
7,0 days 00:00:00.000143
8,0 days 00:00:00.000141
9,0 days 00:00:00.000142
