,time
0,0 days 00:00:33.149145
1,0 days 00:00:30.960943
2,0 days 00:01:25.344336
3,0 days 00:01:15.050853
4,0 days 00:02:26.941997
5,0 days 00:00:34.194508
6,0 days 00:02:46.261478
7,0 days 00:00:32.535169
8,0 days 00:00:49.306265
9,0 days 00:01:08.013367
