,time
0,0 days 00:00:00.000166
1,0 days 00:00:00.000230
2,0 days 00:00:00.000165
3,0 days 00:00:00.000157
4,0 days 00:00:00.000170
5,0 days 00:00:00.000166
6,0 days 00:00:00.000159
7,0 days 00:00:00.000183
8,0 days 00:00:00.000373
9,0 days 00:00:00.000164
