,time
0,0 days 00:01:43.641563
1,0 days 00:01:31.673764
2,0 days 00:01:16.353304
3,0 days 00:01:34.372349
4,0 days 00:01:15.803549
5,0 days 00:01:23.894387
6,0 days 00:00:55.462373
7,0 days 00:01:19.854107
8,0 days 00:01:48.067995
9,0 days 00:01:32.656418
