,time
0,0 days 00:00:00.000219
1,0 days 00:00:00.000188
2,0 days 00:00:00.000174
3,0 days 00:00:00.000169
4,0 days 00:00:00.000203
5,0 days 00:00:00.000158
6,0 days 00:00:00.000161
7,0 days 00:00:00.000369
8,0 days 00:00:00.000177
9,0 days 00:00:00.000146
