,time
0,0 days 00:02:27.791737
1,0 days 00:01:12.843340
2,0 days 00:01:12.430560
3,0 days 00:00:58.532329
4,0 days 00:02:20.939045
5,0 days 00:01:03.313252
6,0 days 00:01:15.701651
7,0 days 00:00:44.500071
8,0 days 00:01:45.685397
9,0 days 00:01:28.918057
