,time
0,0 days 00:00:00.000173
1,0 days 00:00:00.000181
2,0 days 00:00:00.000168
3,0 days 00:00:00.000152
4,0 days 00:00:00.000153
5,0 days 00:00:00.000343
6,0 days 00:00:00.000153
7,0 days 00:00:00.000152
8,0 days 00:00:00.000160
9,0 days 00:00:00.000169
