,time
0,0 days 00:00:00.000175
1,0 days 00:00:00.000185
2,0 days 00:00:00.000379
3,0 days 00:00:00.000160
4,0 days 00:00:00.000164
5,0 days 00:00:00.000161
6,0 days 00:00:00.000159
7,0 days 00:00:00.000172
8,0 days 00:00:00.000157
9,0 days 00:00:00.000201
