,time
0,0 days 00:01:27.987297
1,0 days 00:01:07.538842
2,0 days 00:00:33.026882
3,0 days 00:01:16.694353
4,0 days 00:00:42.060800
5,0 days 00:01:15.598523
6,0 days 00:01:39.167451
7,0 days 00:01:30.856625
8,0 days 00:01:03.767181
9,0 days 00:01:06.374039
