,time
0,0 days 00:01:08.273339
1,0 days 00:01:00.811507
2,0 days 00:01:11.899624
3,0 days 00:01:49.745577
4,0 days 00:01:55.429494
5,0 days 00:01:30.550092
6,0 days 00:00:25.277286
7,0 days 00:01:12.610913
8,0 days 00:00:38.362273
9,0 days 00:02:03.683272
