,time
0,0 days 00:00:50.739466
1,0 days 00:00:43.382161
2,0 days 00:00:58.353872
3,0 days 00:01:09.853356
4,0 days 00:01:08.113792
5,0 days 00:00:53.768326
6,0 days 00:01:04.774450
7,0 days 00:01:02.368509
8,0 days 00:00:58.759590
9,0 days 00:01:26.419547
