,time
0,0 days 00:01:09.294121
1,0 days 00:01:18.272311
2,0 days 00:00:52.348294
3,0 days 00:01:14.863821
4,0 days 00:01:32.782358
5,0 days 00:01:11.827014
6,0 days 00:00:52.911466
7,0 days 00:01:09.532274
8,0 days 00:01:06.660756
9,0 days 00:01:18.558016
