,time
0,0 days 00:00:00.000153
1,0 days 00:00:00.000158
2,0 days 00:00:00.000191
3,0 days 00:00:00.000165
4,0 days 00:00:00.000160
5,0 days 00:00:00.000161
6,0 days 00:00:00.000166
7,0 days 00:00:00.000162
8,0 days 00:00:00.000349
9,0 days 00:00:00.000189
