,time
0,0 days 00:01:07.250826
1,0 days 00:01:24.483454
2,0 days 00:02:12.836235
3,0 days 00:02:04.450315
4,0 days 00:01:52.827268
5,0 days 00:01:07.432093
6,0 days 00:01:27.597606
7,0 days 00:01:28.783967
8,0 days 00:01:32.634946
9,0 days 00:01:13.180513
