,time
0,0 days 00:00:00.000182
1,0 days 00:00:00.000144
2,0 days 00:00:00.000150
3,0 days 00:00:00.000181
4,0 days 00:00:00.000147
5,0 days 00:00:00.000147
6,0 days 00:00:00.000179
7,0 days 00:00:00.000147
8,0 days 00:00:00.000150
9,0 days 00:00:00.000237
