,time
0,0 days 00:00:00.000144
1,0 days 00:00:00.000141
2,0 days 00:00:00.000140
3,0 days 00:00:00.000144
4,0 days 00:00:00.000140
5,0 days 00:00:00.000142
6,0 days 00:00:00.000141
7,0 days 00:00:00.000143
8,0 days 00:00:00.000143
9,0 days 00:00:00.000142
