,time
0,0 days 00:00:59.960973
1,0 days 00:00:50.581577
2,0 days 00:00:51.825287
3,0 days 00:01:01.123690
4,0 days 00:00:43.062239
5,0 days 00:00:45.169342
6,0 days 00:00:49.269810
7,0 days 00:00:46.710470
8,0 days 00:00:48.083854
9,0 days 00:00:49.839468
