,time
0,0 days 00:00:43.652544
1,0 days 00:01:03.407067
2,0 days 00:00:38.695502
3,0 days 00:00:52.480209
4,0 days 00:00:36.912951
5,0 days 00:00:31.197655
6,0 days 00:00:44.048047
7,0 days 00:00:35.515000
8,0 days 00:00:34.042700
9,0 days 00:00:37.072185
