,time
0,0 days 00:01:46.216572
1,0 days 00:02:10.960161
2,0 days 00:01:27.287981
3,0 days 00:02:02.224033
4,0 days 00:01:30.718805
5,0 days 00:01:47.809314
6,0 days 00:01:53.916196
7,0 days 00:02:18.485308
8,0 days 00:01:30.360351
9,0 days 00:02:04.863979
