,time
0,0 days 00:01:25.262461
1,0 days 00:01:21.776736
2,0 days 00:01:18.239592
3,0 days 00:00:57.316428
4,0 days 00:01:12.614805
5,0 days 00:00:58.351145
6,0 days 00:01:12.934763
7,0 days 00:01:41.840575
8,0 days 00:01:07.653862
9,0 days 00:01:09.812282
