,time
0,0 days 00:01:13.210711
1,0 days 00:00:41.525632
2,0 days 00:01:53.593317
3,0 days 00:02:01.280679
4,0 days 00:01:31.012338
5,0 days 00:01:08.556540
6,0 days 00:00:56.918378
7,0 days 00:00:51.647742
8,0 days 00:00:42.051387
9,0 days 00:00:54.276487
