,time
0,0 days 00:00:00.000151
1,0 days 00:00:00.000164
2,0 days 00:00:00.000146
3,0 days 00:00:00.000177
4,0 days 00:00:00.000166
5,0 days 00:00:00.000164
6,0 days 00:00:00.000162
7,0 days 00:00:00.000162
8,0 days 00:00:00.000152
9,0 days 00:00:00.000160
