,time
0,0 days 00:00:00.000168
1,0 days 00:00:00.000224
2,0 days 00:00:00.000177
3,0 days 00:00:00.000170
4,0 days 00:00:00.000162
5,0 days 00:00:00.000161
6,0 days 00:00:00.000165
7,0 days 00:00:00.000164
8,0 days 00:00:00.000160
9,0 days 00:00:00.000157
