,time
0,0 days 00:00:56.397147
1,0 days 00:00:49.808531
2,0 days 00:00:50.704941
3,0 days 00:00:56.669462
4,0 days 00:00:52.840513
5,0 days 00:00:44.007642
6,0 days 00:00:59.481341
7,0 days 00:00:49.542637
8,0 days 00:00:44.524880
9,0 days 00:00:50.000467
