,time
0,0 days 00:00:00.000161
1,0 days 00:00:00.000156
2,0 days 00:00:00.000168
3,0 days 00:00:00.000175
4,0 days 00:00:00.000162
5,0 days 00:00:00.000158
6,0 days 00:00:00.000154
7,0 days 00:00:00.000152
8,0 days 00:00:00.000170
9,0 days 00:00:00.000161
