,time
0,0 days 00:00:52.881138
1,0 days 00:03:02.962416
2,0 days 00:00:51.098360
3,0 days 00:01:21.508732
4,0 days 00:01:00.313198
5,0 days 00:02:56.188320
6,0 days 00:01:51.677470
7,0 days 00:02:47.086593
8,0 days 00:03:20.190570
9,0 days 00:01:58.270704
