,time
0,0 days 00:00:31.809512
1,0 days 00:00:36.378863
2,0 days 00:00:34.256480
3,0 days 00:00:51.916038
4,0 days 00:00:45.306103
5,0 days 00:00:38.946482
6,0 days 00:01:03.077176
7,0 days 00:00:37.188068
8,0 days 00:00:40.854862
9,0 days 00:00:48.711289
