,time
0,0 days 00:02:21.596661
1,0 days 00:02:12.775731
2,0 days 00:02:14.297221
3,0 days 00:01:14.124829
4,0 days 00:02:36.254338
5,0 days 00:02:45.817689
6,0 days 00:02:24.597726
7,0 days 00:02:32.787557
8,0 days 00:00:48.824097
9,0 days 00:02:01.084464
