,time
0,0 days 00:00:00.000157
1,0 days 00:00:00.000164
2,0 days 00:00:00.000143
3,0 days 00:00:00.000166
4,0 days 00:00:00.000178
5,0 days 00:00:00.000173
6,0 days 00:00:00.000162
7,0 days 00:00:00.000168
8,0 days 00:00:00.000174
9,0 days 00:00:00.000167
