,time
0,0 days 00:01:32.557592
1,0 days 00:03:17.127226
2,0 days 00:01:46.299095
3,0 days 00:03:10.395667
4,0 days 00:01:51.914171
5,0 days 00:01:39.129896
6,0 days 00:01:41.814727
7,0 days 00:00:57.353755
8,0 days 00:01:43.632930
9,0 days 00:02:27.627819
