,time
0,0 days 00:00:00.000148
1,0 days 00:00:00.000187
2,0 days 00:00:00.000159
3,0 days 00:00:00.000288
4,0 days 00:00:00.000156
5,0 days 00:00:00.000180
6,0 days 00:00:00.000158
7,0 days 00:00:00.000299
8,0 days 00:00:00.000169
9,0 days 00:00:00.000156
