,time
0,0 days 00:01:13.636707
1,0 days 00:02:18.303147
2,0 days 00:00:36.938343
3,0 days 00:02:50.865681
4,0 days 00:02:43.010541
5,0 days 00:02:23.146895
6,0 days 00:01:35.240480
7,0 days 00:02:31.287296
8,0 days 00:01:58.149943
9,0 days 00:02:11.137430
