,time
0,0 days 00:00:41.080510
1,0 days 00:01:07.713344
2,0 days 00:00:42.000712
3,0 days 00:01:31.866828
4,0 days 00:01:30.159564
5,0 days 00:01:17.664782
6,0 days 00:01:11.564899
7,0 days 00:00:59.689446
8,0 days 00:01:26.362263
9,0 days 00:01:31.241918
