,time
0,0 days 00:00:00.000290
1,0 days 00:00:00.000148
2,0 days 00:00:00.000157
3,0 days 00:00:00.000171
4,0 days 00:00:00.000325
5,0 days 00:00:00.000148
6,0 days 00:00:00.000160
7,0 days 00:00:00.000169
8,0 days 00:00:00.000163
9,0 days 00:00:00.000163
