,time
0,0 days 00:00:19.518688
1,0 days 00:00:35.154422
2,0 days 00:00:22.483205
3,0 days 00:00:19.500384
4,0 days 00:00:36.385867
5,0 days 00:00:30.385150
6,0 days 00:00:24.110297
7,0 days 00:00:31.104771
8,0 days 00:00:28.249318
9,0 days 00:00:24.409511
