,time
0,0 days 00:02:03.191986
1,0 days 00:01:02.020438
2,0 days 00:01:59.925557
3,0 days 00:01:25.153606
4,0 days 00:00:52.039584
5,0 days 00:01:21.693284
6,0 days 00:02:09.840711
7,0 days 00:01:35.451632
8,0 days 00:00:58.511770
9,0 days 00:01:24.658623
