,time
0,0 days 00:00:23.625407
1,0 days 00:00:29.654233
2,0 days 00:00:31.871949
3,0 days 00:00:38.016167
4,0 days 00:01:14.498250
5,0 days 00:00:48.918287
6,0 days 00:01:01.642014
7,0 days 00:01:10.663089
8,0 days 00:00:25.002167
9,0 days 00:00:39.754178
