,time
0,0 days 00:01:47.341431
1,0 days 00:01:36.499981
2,0 days 00:01:20.514731
3,0 days 00:01:00.923373
4,0 days 00:01:33.397836
5,0 days 00:01:58.779683
6,0 days 00:01:32.719132
7,0 days 00:00:55.391417
8,0 days 00:01:19.787724
9,0 days 00:01:45.510534
