,time
0,0 days 00:00:00.000161
1,0 days 00:00:00.000162
2,0 days 00:00:00.000159
3,0 days 00:00:00.000153
4,0 days 00:00:00.000289
5,0 days 00:00:00.000153
6,0 days 00:00:00.000162
7,0 days 00:00:00.000159
8,0 days 00:00:00.000179
9,0 days 00:00:00.000174
