,time
0,0 days 00:00:00.000176
1,0 days 00:00:00.000179
2,0 days 00:00:00.000172
3,0 days 00:00:00.000163
4,0 days 00:00:00.000158
5,0 days 00:00:00.000158
6,0 days 00:00:00.000176
7,0 days 00:00:00.000149
8,0 days 00:00:00.000174
9,0 days 00:00:00.000157
