,time
0,0 days 00:00:00.000180
1,0 days 00:00:00.000175
2,0 days 00:00:00.000153
3,0 days 00:00:00.000159
4,0 days 00:00:00.000155
5,0 days 00:00:00.000154
6,0 days 00:00:00.000158
7,0 days 00:00:00.000165
8,0 days 00:00:00.000182
9,0 days 00:00:00.000156
