,time
0,0 days 00:00:52.733427
1,0 days 00:00:42.828209
2,0 days 00:01:05.230195
3,0 days 00:00:37.275982
4,0 days 00:00:29.793260
5,0 days 00:00:43.089356
6,0 days 00:00:35.079452
7,0 days 00:00:59.045677
8,0 days 00:00:43.963047
9,0 days 00:00:53.616403
