,time
0,0 days 00:00:51.535333
1,0 days 00:00:25.958092
2,0 days 00:00:25.667660
3,0 days 00:01:00.261140
4,0 days 00:00:36.709152
5,0 days 00:00:25.407143
6,0 days 00:00:29.700537
7,0 days 00:00:30.454053
8,0 days 00:00:24.582187
9,0 days 00:00:31.661396
