,time
0,0 days 00:00:26.769975
1,0 days 00:00:32.992756
2,0 days 00:00:20.563014
3,0 days 00:00:27.483850
4,0 days 00:00:46.928508
5,0 days 00:00:22.829522
6,0 days 00:00:44.104079
7,0 days 00:00:29.980923
8,0 days 00:00:27.573525
9,0 days 00:00:32.899397
