,time
0,0 days 00:00:00.000170
1,0 days 00:00:00.000181
2,0 days 00:00:00.000160
3,0 days 00:00:00.000210
4,0 days 00:00:00.000162
5,0 days 00:00:00.000164
6,0 days 00:00:00.000178
7,0 days 00:00:00.000169
8,0 days 00:00:00.000152
9,0 days 00:00:00.000177
