,time
0,0 days 00:00:00.000179
1,0 days 00:00:00.000206
2,0 days 00:00:00.000343
3,0 days 00:00:00.000169
4,0 days 00:00:00.000192
5,0 days 00:00:00.000155
6,0 days 00:00:00.000171
7,0 days 00:00:00.000168
8,0 days 00:00:00.000328
9,0 days 00:00:00.000159
