,time
0,0 days 00:01:11.734913
1,0 days 00:01:04.170204
2,0 days 00:01:09.053919
3,0 days 00:01:23.711430
4,0 days 00:01:14.930329
5,0 days 00:01:00.475298
6,0 days 00:00:51.752524
7,0 days 00:00:56.133939
8,0 days 00:01:08.230492
9,0 days 00:01:33.452587
