,time
0,0 days 00:00:00.000178
1,0 days 00:00:00.000172
2,0 days 00:00:00.000156
3,0 days 00:00:00.000294
4,0 days 00:00:00.000169
5,0 days 00:00:00.000213
6,0 days 00:00:00.000163
7,0 days 00:00:00.000170
8,0 days 00:00:00.000156
9,0 days 00:00:00.000179
