,time
0,0 days 00:00:59.460619
1,0 days 00:01:55.773626
2,0 days 00:01:13.325406
3,0 days 00:02:33.310251
4,0 days 00:01:09.970440
5,0 days 00:01:24.532179
6,0 days 00:02:10.507673
7,0 days 00:01:10.451037
8,0 days 00:02:46.872239
9,0 days 00:02:08.189725
