,time
0,0 days 00:00:57.922680
1,0 days 00:01:03.622166
2,0 days 00:01:01.449065
3,0 days 00:01:34.203183
4,0 days 00:01:10.178614
5,0 days 00:01:37.493695
6,0 days 00:01:57.700701
7,0 days 00:01:22.375295
8,0 days 00:01:14.141578
9,0 days 00:01:01.514472
