,time
0,0 days 00:00:00.000144
1,0 days 00:00:00.000173
2,0 days 00:00:00.000168
3,0 days 00:00:00.000162
4,0 days 00:00:00.000161
5,0 days 00:00:00.000150
6,0 days 00:00:00.000167
7,0 days 00:00:00.000148
8,0 days 00:00:00.000154
9,0 days 00:00:00.000165
